date,time,room,camera102,camera103,camera104,total_occupancy,cleaning,Deep Cleaning
29-03-2022,18:53:25,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,18:53:31,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,18:53:43,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,18:53:45,M1 Saperation Room,0,3,0,3,False,False
29-03-2022,18:53:55,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,18:54:12,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,18:54:13,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,18:54:21,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,18:54:22,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,18:54:27,M1 Saperation Room,0,1,1,2,False,False
29-03-2022,18:54:29,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,18:54:38,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,18:55:10,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,18:55:13,M1 Saperation Room,0,3,0,3,False,False
29-03-2022,18:55:21,M1 Saperation Room,0,3,0,3,False,False
29-03-2022,18:55:31,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,18:55:38,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,18:55:44,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,18:55:49,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,18:55:55,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,18:56:12,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,18:56:24,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,18:56:26,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,18:56:35,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,18:56:41,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,18:56:48,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,18:57:05,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,18:57:25,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,18:57:28,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,18:57:31,M1 Saperation Room,0,3,0,3,False,False
29-03-2022,18:57:37,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,18:57:39,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,18:57:48,M1 Saperation Room,1,4,0,5,False,False
29-03-2022,18:58:20,M1 Saperation Room,0,4,0,4,False,False
29-03-2022,18:58:23,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,18:58:26,M1 Saperation Room,0,4,0,4,False,False
29-03-2022,18:58:34,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,18:59:15,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,18:59:33,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,18:59:39,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,18:59:44,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,18:59:47,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,18:59:55,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:00:16,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:01:08,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:01:18,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:01:36,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:01:41,M1 Saperation Room,0,3,0,3,False,False
29-03-2022,19:01:43,M1 Saperation Room,0,3,0,3,False,False
29-03-2022,19:01:47,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:01:54,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:02:06,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:02:10,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:03:17,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:03:29,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,19:03:35,M1 Saperation Room,2,2,0,4,False,False
29-03-2022,19:03:45,M1 Saperation Room,2,2,0,4,False,False
29-03-2022,19:03:56,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:04:00,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:04:03,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:04:07,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:04:11,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:04:17,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:04:24,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:04:31,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:05:01,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:05:04,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:05:07,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:05:18,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:05:24,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:05:29,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:05:32,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:05:39,M1 Saperation Room,2,2,0,4,False,False
29-03-2022,19:05:42,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:05:47,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:06:03,M1 Saperation Room,2,2,0,4,False,False
29-03-2022,19:06:13,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:06:20,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:06:26,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:06:37,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:06:45,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,19:07:02,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:07:13,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:07:18,M1 Saperation Room,2,2,0,4,False,False
29-03-2022,19:07:21,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,19:07:26,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:07:29,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:07:34,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:07:52,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:08:00,M1 Saperation Room,2,3,0,5,False,False
29-03-2022,19:08:05,M1 Saperation Room,2,2,0,4,False,False
29-03-2022,19:08:28,M1 Saperation Room,2,2,0,4,False,False
29-03-2022,19:08:38,M1 Saperation Room,2,3,0,5,False,False
29-03-2022,19:08:42,M1 Saperation Room,3,2,0,5,False,False
29-03-2022,19:08:46,M1 Saperation Room,2,2,0,4,False,False
29-03-2022,19:08:54,M1 Saperation Room,3,3,0,6,False,False
29-03-2022,19:08:59,M1 Saperation Room,2,4,0,6,False,False
29-03-2022,19:09:04,M1 Saperation Room,2,3,0,5,False,False
29-03-2022,19:09:09,M1 Saperation Room,2,4,0,6,False,False
29-03-2022,19:09:13,M1 Saperation Room,2,4,0,6,False,False
29-03-2022,19:09:17,M1 Saperation Room,2,2,0,4,False,False
29-03-2022,19:09:23,M1 Saperation Room,2,3,0,5,False,False
29-03-2022,19:09:27,M1 Saperation Room,2,4,0,6,False,False
29-03-2022,19:09:34,M1 Saperation Room,2,3,0,5,False,False
29-03-2022,19:09:36,M1 Saperation Room,3,2,0,5,False,False
29-03-2022,19:09:40,M1 Saperation Room,3,2,0,5,False,False
29-03-2022,19:09:49,M1 Saperation Room,4,2,0,6,False,False
29-03-2022,19:10:04,M1 Saperation Room,2,2,0,4,False,False
29-03-2022,19:10:16,M1 Saperation Room,2,2,0,4,False,False
29-03-2022,19:10:19,M1 Saperation Room,4,2,0,6,False,False
29-03-2022,19:10:26,M1 Saperation Room,3,2,0,5,False,False
29-03-2022,19:10:29,M1 Saperation Room,2,2,0,4,False,False
29-03-2022,19:10:44,M1 Saperation Room,2,2,0,4,False,False
29-03-2022,19:10:53,M1 Saperation Room,2,3,0,5,False,False
29-03-2022,19:10:58,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,19:11:05,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:11:10,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:11:13,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:11:16,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:11:19,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,19:11:21,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:11:25,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,19:11:33,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,19:11:44,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:11:48,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:12:05,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:12:14,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:12:17,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:12:23,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:12:31,M1 Saperation Room,2,2,0,4,False,False
29-03-2022,19:12:33,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:12:45,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:13:09,M1 Saperation Room,3,2,0,5,False,False
29-03-2022,19:13:14,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:13:18,M1 Saperation Room,2,1,1,4,False,False
29-03-2022,19:13:25,M1 Saperation Room,1,1,1,3,False,False
29-03-2022,19:13:27,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:13:31,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:13:33,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:13:36,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:13:39,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:13:43,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:13:49,M1 Saperation Room,2,1,1,4,False,False
29-03-2022,19:13:56,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:13:58,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:14:09,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:14:17,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:14:23,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:14:39,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:14:45,M1 Saperation Room,2,2,0,4,False,False
29-03-2022,19:14:49,M1 Saperation Room,2,2,0,4,False,False
29-03-2022,19:14:56,M1 Saperation Room,2,2,0,4,False,False
29-03-2022,19:14:59,M1 Saperation Room,2,2,0,4,False,False
29-03-2022,19:15:15,M1 Saperation Room,3,1,0,4,False,False
29-03-2022,19:15:17,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:15:34,M1 Saperation Room,3,1,0,4,False,False
29-03-2022,19:15:43,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,19:15:48,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,19:15:51,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:15:59,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,19:16:02,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:16:04,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:16:06,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:16:12,M1 Saperation Room,2,2,0,4,False,False
29-03-2022,19:16:18,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,19:16:29,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:16:32,M1 Saperation Room,2,2,0,4,False,False
29-03-2022,19:16:34,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:16:43,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:16:44,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:16:51,M1 Saperation Room,2,1,0,3,False,False
29-03-2022,19:16:54,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:17:00,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:17:04,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:17:09,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,19:17:12,M1 Saperation Room,0,3,0,3,False,False
29-03-2022,19:17:29,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:17:34,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,19:17:44,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:17:52,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:18:03,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,19:18:14,M1 Saperation Room,1,3,0,4,False,False
29-03-2022,19:18:18,M1 Saperation Room,1,3,0,4,False,False
29-03-2022,19:18:21,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:18:32,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:18:45,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:19:01,M1 Saperation Room,1,0,0,1,False,False
29-03-2022,19:19:10,M1 Saperation Room,1,1,2,4,False,True
29-03-2022,19:19:24,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:19:27,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,19:19:42,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:19:47,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:19:54,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:20:00,M1 Saperation Room,0,0,0,0,False,False
29-03-2022,19:20:02,M1 Saperation Room,0,0,0,0,False,False
29-03-2022,19:20:18,M1 Saperation Room,0,0,1,1,False,False
29-03-2022,19:20:24,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:20:28,M1 Saperation Room,0,0,0,0,False,False
29-03-2022,19:20:31,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:20:36,M1 Saperation Room,0,0,0,0,False,False
29-03-2022,19:20:40,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:20:42,M1 Saperation Room,0,0,0,0,False,False
29-03-2022,19:20:49,M1 Saperation Room,0,0,0,0,False,False
29-03-2022,19:20:54,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:20:58,M1 Saperation Room,0,0,0,0,False,False
29-03-2022,19:21:11,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:22:37,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:22:41,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:22:45,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:22:49,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:23:00,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:23:03,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:23:35,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:23:39,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:23:41,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:23:44,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:23:49,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:23:54,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:23:57,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:24:03,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:24:10,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:24:15,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:24:57,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:24:59,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:25:11,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:25:14,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:25:30,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:25:35,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:25:37,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:25:40,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:25:58,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:26:08,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:26:19,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:26:29,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,19:26:34,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,19:26:37,M1 Saperation Room,2,2,0,4,False,False
29-03-2022,19:26:50,M1 Saperation Room,2,3,0,5,False,False
29-03-2022,19:26:52,M1 Saperation Room,2,3,0,5,False,False
29-03-2022,19:27:02,M1 Saperation Room,2,3,0,5,False,False
29-03-2022,19:27:17,M1 Saperation Room,2,3,0,5,False,False
29-03-2022,19:27:19,M1 Saperation Room,1,3,0,4,False,False
29-03-2022,19:27:28,M1 Saperation Room,1,3,0,4,False,False
29-03-2022,19:27:31,M1 Saperation Room,1,3,0,4,False,False
29-03-2022,19:27:36,M1 Saperation Room,0,3,0,3,False,False
29-03-2022,19:27:41,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:27:46,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:28:00,M1 Saperation Room,0,3,0,3,False,False
29-03-2022,19:28:08,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:28:12,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:28:19,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:28:30,M1 Saperation Room,0,4,0,4,False,False
29-03-2022,19:28:34,M1 Saperation Room,0,4,0,4,False,False
29-03-2022,19:28:37,M1 Saperation Room,1,3,0,4,False,False
29-03-2022,19:28:40,M1 Saperation Room,0,3,0,3,False,False
29-03-2022,19:28:45,M1 Saperation Room,1,3,0,4,False,False
29-03-2022,19:28:50,M1 Saperation Room,1,3,0,4,False,False
29-03-2022,19:28:54,M1 Saperation Room,2,2,0,4,False,False
29-03-2022,19:28:57,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,19:29:07,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:29:14,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,19:29:18,M1 Saperation Room,0,3,0,3,False,False
29-03-2022,19:29:26,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,19:29:28,M1 Saperation Room,0,3,0,3,False,False
29-03-2022,19:29:40,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:29:43,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:29:47,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:29:53,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:29:56,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:30:02,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,19:30:07,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,19:30:16,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:30:27,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:30:34,M1 Saperation Room,0,3,0,3,False,False
29-03-2022,19:30:49,M1 Saperation Room,0,3,0,3,False,False
29-03-2022,19:30:58,M1 Saperation Room,0,3,0,3,False,False
29-03-2022,19:31:03,M1 Saperation Room,0,3,0,3,False,False
29-03-2022,19:31:08,M1 Saperation Room,0,3,0,3,False,False
29-03-2022,19:31:11,M1 Saperation Room,1,3,0,4,False,False
29-03-2022,19:31:20,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:31:29,M1 Saperation Room,0,1,1,2,False,False
29-03-2022,19:31:33,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:31:38,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:31:53,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:32:04,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:32:06,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:32:16,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:32:26,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:32:34,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:32:36,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:32:44,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:32:50,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:32:54,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:32:59,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:33:22,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:33:25,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:33:29,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:34:29,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:34:35,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:34:44,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:34:48,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:34:54,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:34:56,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:35:12,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:35:22,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:35:34,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:35:49,M1 Saperation Room,0,3,0,3,False,False
29-03-2022,19:35:57,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,19:36:07,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,19:36:12,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:36:20,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,19:36:27,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,19:36:34,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,19:36:37,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:36:59,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:37:03,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:37:08,M1 Saperation Room,0,3,0,3,False,False
29-03-2022,19:37:10,M1 Saperation Room,0,3,0,3,False,False
29-03-2022,19:37:27,M1 Saperation Room,0,3,0,3,False,False
29-03-2022,19:37:31,M1 Saperation Room,1,3,0,4,False,False
29-03-2022,19:37:35,M1 Saperation Room,0,3,0,3,False,False
29-03-2022,19:37:50,M1 Saperation Room,1,3,0,4,False,False
29-03-2022,19:37:54,M1 Saperation Room,0,3,0,3,False,False
29-03-2022,19:38:01,M1 Saperation Room,1,3,0,4,False,False
29-03-2022,19:38:07,M1 Saperation Room,0,3,0,3,False,False
29-03-2022,19:38:10,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:38:20,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:38:22,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:38:25,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:38:28,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:38:32,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:38:39,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:38:45,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,19:38:53,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:39:07,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,19:39:25,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:39:29,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:39:32,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:39:37,M1 Saperation Room,1,2,0,3,False,False
29-03-2022,19:39:39,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:39:54,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:40:04,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:40:14,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:40:21,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:40:30,M1 Saperation Room,1,1,0,2,False,False
29-03-2022,19:40:41,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:40:53,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:41:01,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:41:07,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:41:18,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:41:23,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:41:31,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:41:58,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:42:00,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:42:43,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:42:50,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:42:56,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:43:00,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:43:02,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:43:08,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:43:09,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:43:12,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:43:16,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:43:20,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:43:25,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:43:29,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:43:32,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:43:39,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:43:46,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:43:50,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:43:54,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:43:56,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:44:00,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:44:03,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:44:17,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:44:23,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:44:31,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:44:33,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:44:44,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:44:52,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:44:55,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:44:56,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:45:04,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:45:06,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:45:26,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:45:51,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:45:58,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:46:05,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:46:07,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:46:19,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:46:21,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:46:28,M1 Saperation Room,0,2,0,2,False,False
29-03-2022,19:46:46,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:46:49,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:47:02,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:47:09,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:47:13,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:47:17,M1 Saperation Room,0,1,0,1,False,False
29-03-2022,19:47:21,M1 Saperation Room,0,2,0,2,False,False
